order_id,customer_id,order_date,product_category,quantity,unit_price_usd,order_status,payment_method
AMA-O9501,AMA-C1009,16-May-2024,Toys,2,95.71,Shipped,UPI
AMA-O9849,AMA-C4517,24-Oct-2024,Toys,4,13.53,Pending,Debit Card
AMA-O14914,AMA-C3410,07-Nov-2025,Home & Kitchen,3,91.45,Shipped,Amazon Pay
AMA-O8559,AMA-C5696,16-Jun-2025,Sports & Outdoors,4,240.12,Returned,UPI
AMA-O12137,AMA-C8962,30-Jan-2023,Apparel,3,$12.37,Delivered,UPI
AMA-O13350,AMA-C8024,2024-07-09,Toys,5,$57.01,Returned,UPI
AMA-O5640,AMA-C5657,12/02/2024,Apparel,1,19.34,Shipped,Debit Card
AMA-O5867,AMA-C2185,10-Oct-2025,Electronics,2,388.37,Returned,Gift Card
AMA-O12753,AMA-C3560,17-May-2024,Electronics,2,284.07,Shipped,Amazon Pay
AMA-O11294,AMA-C10538,01/13/2023,Home & Kitchen,3,45.32,,Debit Card
AMA-O9054,AMA-C6418,2024-06-29,Beauty,3,59.73,Pending,Gift Card
AMA-O12324,AMA-C10303,2024-04-09,Apparel,1,$82.39,Delivered,Credit Card
AMA-O7954,AMA-C1070,05/11/2023,Grocery,5,13.14,Shipped,Gift Card
AMA-O7072,AMA-C6068,2025-04-26,Apparel,5,89.63,Cancelled,Credit Card
AMA-O11608,AMA-C10705,09-Sep-2025,Grocery,5,27.34,Delivered,Gift Card
AMA-O7958,AMA-C6466,05/10/2023,Toys,2,$88.50,Returned,UPI
AMA-O11674,AMA-C4891,04-Jan-2023,Electronics,2,68.34,Pending,Debit Card
AMA-O14501,AMA-C8596,04/18/2023,Sports & Outdoors,5,188.73,Delivered,Credit Card
AMA-O8074,AMA-C8699,07/18/2024,Grocery,1,44.87,Shipped,Amazon Pay
AMA-O7092,AMA-C8851,2025-02-09,Beauty,5,17.51,Delivered,Debit Card
AMA-O13307,AMA-C10749,05/03/2023,Electronics,2,$184.76,Delivered,Amazon Pay
AMA-O11819,AMA-C1724,2023-08-25,Home & Kitchen,3,20.63,Delivered,Amazon Pay
AMA-O9586,AMA-C6162,18-Mar-2024,Apparel,5,11.29,Delivered,Credit Card
AMA-O5019,AMA-C3154,09-Nov-2023,Beauty,2,43.39,Cancelled,Debit Card
AMA-O13583,AMA-C1594,01/15/2023,Toys,5,51.1,Shipped,Credit Card
AMA-O9368,AMA-C6974,10/21/2024,Grocery,1,$18.25,Returned,Amazon Pay
AMA-O11356,AMA-C6520,03/08/2025,Toys,1,$28.65,Returned,Amazon Pay
AMA-O9091,AMA-C9137,08/20/2024,Home & Kitchen,-4,156.62,Delivered,Credit Card
AMA-O14419,AMA-C7761,2025-02-08,Home & Kitchen,5,155.17,Returned,Gift Card
AMA-O7654,AMA-C6467,13-Sep-2025,Apparel,2,38.33,Delivered,UPI
AMA-O6919,AMA-C7407,13-Jan-2025,Sports & Outdoors,1,57.88,Returned,Credit Card
AMA-O5982,AMA-C5600,01/31/2023,Apparel,5,21.58,Pending,UPI
AMA-O12957,AMA-C5963,2024-11-29,Electronics,3,121.34,Cancelled,Gift Card
AMA-O8846,AMA-C3275,2025-03-08,Books,2,19.08,Delivered,Credit Card
AMA-O8324,AMA-C6074,10/01/2023,Grocery,5,6.0,,Gift Card
AMA-O9551,AMA-C2345,2024-02-05,Apparel,4,23.51,Delivered,Credit Card
AMA-O9540,AMA-C5734,2024-07-20,Home & Kitchen,5,25.07,Returned,UPI
AMA-O10072,AMA-C9662,2023-08-12,Beauty,2,84.18,Delivered,Credit Card
AMA-O7282,AMA-C9133,03/30/2025,Apparel,5,18.5,Cancelled,Gift Card
AMA-O7997,AMA-C4397,2023-03-13,Grocery,3,$40.28,Delivered,Credit Card
AMA-O14919,AMA-C9999,10/04/2024,Apparel,3,77.87,Pending,Gift Card
AMA-O13060,AMA-C3731,03-Apr-2025,Beauty,5,$46.87,Shipped,UPI
AMA-O7170,AMA-C4671,05/08/2024,Books,3,36.16,Delivered,UPI
AMA-O9621,AMA-C10786,2024-04-17,Books,2,28.51,Pending,Amazon Pay
AMA-O6164,AMA-C3665,09/25/2023,Sports & Outdoors,2,89.36,Cancelled,Credit Card
AMA-O9078,AMA-C10534,2023-11-16,Electronics,5,509.41,Returned,Credit Card
AMA-O13377,AMA-C3375,12/22/2024,Books,3,$16.25,Delivered,Gift Card
AMA-O7304,AMA-C6602,04/09/2024,Electronics,1,$590.15,Shipped,UPI
AMA-O9282,AMA-C7052,2025-07-23,Beauty,4,$80.77,Pending,Gift Card
AMA-O11868,AMA-C7522,2024-01-24,Toys,2,76.62,Delivered,Debit Card
AMA-O8236,AMA-C10029,2025-11-21,Grocery,2,5.05,Shipped,UPI
AMA-O14816,AMA-C6565,11/15/2024,Home & Kitchen,4,244.56,Delivered,Amazon Pay
AMA-O11861,AMA-C1120,02/01/2025,Home & Kitchen,5,189.72,Shipped,Gift Card
AMA-O7964,AMA-C9999,04/23/2025,Beauty,1,$18.96,Returned,UPI
AMA-O12359,AMA-C10608,08/11/2023,Sports & Outdoors,1,135.85,Shipped,Amazon Pay
AMA-O7291,AMA-C2286,09/24/2023,Electronics,1,$664.02,Delivered,Gift Card
AMA-O8052,AMA-C9999,2023-06-23,Sports & Outdoors,5,241.34,Pending,Debit Card
AMA-O10551,AMA-C8354,11/27/2023,Sports & Outdoors,3,137.66,Returned,Debit Card
AMA-O6021,AMA-C8723,04/11/2024,Beauty,4,$12.06,Shipped,Gift Card
AMA-O5499,AMA-C10282,11/24/2025,Toys,5,$74.47,Delivered,Credit Card
AMA-O9006,AMA-C7454,2025-02-09,Home & Kitchen,5,168.07,Cancelled,Credit Card
AMA-O10718,AMA-C7809,2024-05-05,Home & Kitchen,5,266.92,Pending,Credit Card
AMA-O8017,AMA-C5139,05/29/2023,Grocery,5,15.97,Delivered,UPI
AMA-O11208,AMA-C2888,10/09/2023,Sports & Outdoors,2,117.04,Pending,Amazon Pay
AMA-O14954,AMA-C9999,2023-03-01,Beauty,2,$23.00,Returned,UPI
AMA-O5589,AMA-C3234,2024-12-16,Apparel,3,21.12,Delivered,Credit Card
AMA-O5404,AMA-C6382,11/02/2025,Home & Kitchen,5,$259.41,Shipped,Debit Card
AMA-O5588,AMA-C10970,2025-05-21,Books,3,33.94,Delivered,Credit Card
AMA-O5956,AMA-C10112,2023-06-26,Books,1,$15.47,Delivered,Debit Card
AMA-O7970,AMA-C6221,16-Feb-2024,Apparel,1,$29.49,Pending,Credit Card
AMA-O8187,AMA-C4137,02/02/2024,Beauty,1,17.29,Delivered,Amazon Pay
AMA-O7855,AMA-C9240,2025-10-05,Apparel,1,81.74,Delivered,Gift Card
AMA-O8795,AMA-C10188,2024-10-13,Home & Kitchen,1,189.22,Delivered,Gift Card
AMA-O10202,AMA-C6498,02/03/2024,Apparel,2,64.18,Delivered,UPI
AMA-O13242,AMA-C9256,2023-02-02,Grocery,1,37.91,,Amazon Pay
AMA-O6041,AMA-C7218,2023-04-06,Books,5,32.83,Shipped,Debit Card
AMA-O13458,AMA-C6872,17-Sep-2024,Home & Kitchen,1,145.66,Delivered,Credit Card
AMA-O7115,AMA-C8075,11/17/2024,Sports & Outdoors,3,160.21,Delivered,Debit Card
AMA-O5789,AMA-C5811,2023-01-08,Beauty,3,11.53,Pending,UPI
AMA-O7363,AMA-C4064,18-Oct-2025,Electronics,4,66.46,Cancelled,Amazon Pay
AMA-O8769,AMA-C10367,2023-10-21,Beauty,3,$53.55,Shipped,Gift Card
AMA-O5017,AMA-C8829,10/23/2023,Sports & Outdoors,-3,83.59,Delivered,Debit Card
AMA-O12184,AMA-C10395,08-Jan-2024,Electronics,4,590.91,,Debit Card
AMA-O10581,AMA-C8297,06/19/2025,Books,5,6.67,Pending,Gift Card
AMA-O12417,AMA-C4863,01/26/2024,Electronics,2,736.56,Cancelled,UPI
AMA-O10935,AMA-C8743,15-Feb-2024,Books,3,34.42,Delivered,UPI
AMA-O7856,AMA-C5541,12-Oct-2024,Toys,3,$39.42,Pending,Credit Card
AMA-O14785,AMA-C8407,13-Apr-2025,Sports & Outdoors,2,42.96,Cancelled,UPI
AMA-O12036,AMA-C4738,31-May-2024,Apparel,1,42.35,Shipped,Credit Card
AMA-O8730,AMA-C3940,2024-01-26,Beauty,5,$31.42,Returned,Amazon Pay
AMA-O5883,AMA-C2368,16-Mar-2025,Electronics,3,481.35,Delivered,Credit Card
AMA-O12122,AMA-C4574,2023-10-20,Apparel,5,105.3,Returned,Debit Card
AMA-O5125,AMA-C6114,2024-04-28,Sports & Outdoors,3,188.34,Returned,Gift Card
AMA-O14240,AMA-C7982,2024-10-04,Electronics,4,691.99,Returned,Debit Card
AMA-O6795,AMA-C9251,29-Jun-2025,Books,2,22.57,Pending,Debit Card
AMA-O6536,AMA-C5300,04/14/2025,Electronics,2,$196.09,Delivered,UPI
AMA-O5105,AMA-C7201,19-Nov-2023,Sports & Outdoors,3,217.69,Cancelled,Amazon Pay
AMA-O9212,AMA-C8195,13-Nov-2024,Beauty,3,23.41,Shipped,Amazon Pay
AMA-O9081,AMA-C9147,04/30/2024,Grocery,4,8.04,Shipped,Credit Card
AMA-O10306,AMA-C7699,12/19/2024,Beauty,3,82.81,Delivered,Debit Card
AMA-O5744,AMA-C8653,2025-07-29,Toys,5,80.34,Delivered,Debit Card
AMA-O13734,AMA-C7082,2023-06-17,Electronics,2,43.0,Delivered,Debit Card
AMA-O7726,AMA-C3352,19-Jun-2025,Toys,2,36.37,Delivered,UPI
AMA-O7529,AMA-C5412,03-Jun-2023,Beauty,5,61.46,Cancelled,Gift Card
AMA-O7517,AMA-C1411,2024-05-24,Books,2,23.17,Delivered,Debit Card
AMA-O13854,AMA-C8905,2025-08-02,Home & Kitchen,1,46.31,Returned,Amazon Pay
AMA-O6281,AMA-C10388,2024-12-05,Sports & Outdoors,3,174.39,Returned,Credit Card
AMA-O9116,AMA-C10088,2025-12-17,Home & Kitchen,5,25.34,Pending,Gift Card
AMA-O9566,AMA-C2586,2023-09-03,Sports & Outdoors,3,126.77,Delivered,Gift Card
AMA-O10483,AMA-C4670,2024-01-01,Electronics,1,33.44,Delivered,Amazon Pay
AMA-O12057,AMA-C8450,02/03/2024,Beauty,2,45.35,Returned,Credit Card
AMA-O7711,AMA-C9873,07/03/2023,Beauty,3,79.82,Returned,Debit Card
AMA-O7090,AMA-C2683,06/19/2023,Books,4,17.89,Cancelled,Amazon Pay
AMA-O8274,AMA-C4392,07/01/2023,Sports & Outdoors,1,34.24,Delivered,Gift Card
AMA-O8802,AMA-C8089,08-Jul-2024,Electronics,3,181.57,Delivered,UPI
AMA-O12365,AMA-C4174,2025-01-26,Books,4,36.91,Delivered,UPI
AMA-O11417,AMA-C10952,08/22/2025,Beauty,2,85.15,Delivered,Debit Card
AMA-O6600,AMA-C1266,14-Jul-2023,Home & Kitchen,4,55.56,Shipped,UPI
AMA-O10006,AMA-C3049,11/16/2024,Books,4,17.99,Delivered,Amazon Pay
AMA-O12502,AMA-C4925,02/02/2025,Beauty,5,86.56,Shipped,Credit Card
AMA-O9744,AMA-C2762,12/12/2025,Home & Kitchen,3,$297.41,Delivered,UPI
AMA-O7130,AMA-C5223,04/14/2024,Home & Kitchen,5,$243.11,Delivered,Debit Card
AMA-O14311,AMA-C4136,06/30/2023,Home & Kitchen,5,170.95,Delivered,Debit Card
AMA-O9957,AMA-C6231,27-Feb-2024,Grocery,4,$41.11,Delivered,Credit Card
AMA-O9305,AMA-C4416,09-Jul-2025,Electronics,3,384.74,Delivered,Gift Card
AMA-O6705,AMA-C9020,03-Feb-2023,Apparel,4,59.68,Delivered,UPI
AMA-O7610,AMA-C6346,28-Oct-2025,Toys,1,38.63,Shipped,Debit Card
AMA-O14603,AMA-C10044,09/23/2025,Apparel,5,67.12,Pending,Amazon Pay
AMA-O11017,AMA-C1411,15-Oct-2024,Toys,5,$34.22,Cancelled,UPI
AMA-O6116,AMA-C6768,23-Dec-2025,Home & Kitchen,5,62.78,Returned,Credit Card
AMA-O6235,AMA-C4456,12/23/2025,Beauty,3,60.21,Cancelled,Amazon Pay
AMA-O14965,AMA-C8048,17-Dec-2024,Grocery,5,$45.92,Pending,UPI
AMA-O14393,AMA-C5482,18-Apr-2025,Home & Kitchen,3,$184.64,Delivered,Debit Card
AMA-O6852,AMA-C9999,11/05/2025,Apparel,2,44.7,Delivered,Amazon Pay
AMA-O5985,AMA-C7299,23-Jan-2023,Grocery,4,16.5,Delivered,Amazon Pay
AMA-O14597,AMA-C7264,27-Apr-2025,Books,5,$31.57,Shipped,UPI
AMA-O11567,AMA-C7803,02/21/2024,Home & Kitchen,5,146.67,Shipped,Gift Card
AMA-O7888,AMA-C4138,2024-09-05,Toys,5,86.84,Delivered,Amazon Pay
AMA-O6420,AMA-C9932,2025-12-30,Beauty,4,71.69,Delivered,Amazon Pay
AMA-O11183,AMA-C5550,02/06/2023,Books,1,$25.61,Cancelled,Gift Card
AMA-O12792,AMA-C5984,01/28/2023,Books,5,10.5,Delivered,Gift Card
AMA-O13694,AMA-C10916,30-Nov-2023,Toys,2,51.39,Returned,Credit Card
AMA-O14901,AMA-C7065,09/24/2025,Electronics,4,417.5,Returned,UPI
AMA-O14981,AMA-C2662,2025-08-07,Apparel,3,74.28,Delivered,Gift Card
AMA-O13008,AMA-C10664,2023-04-20,Beauty,2,28.15,Pending,Debit Card
AMA-O8733,AMA-C2088,2025-12-02,Grocery,3,$51.84,Cancelled,Amazon Pay
AMA-O8622,AMA-C7409,01/23/2024,Apparel,5,57.3,Delivered,Credit Card
AMA-O11079,AMA-C2181,09/20/2025,Sports & Outdoors,3,$238.32,Delivered,UPI
AMA-O14943,AMA-C1540,13-Apr-2023,Home & Kitchen,2,$152.96,Shipped,Debit Card
AMA-O11947,AMA-C8145,2023-01-08,Electronics,3,612.83,Delivered,Amazon Pay
AMA-O11283,AMA-C7631,11-Dec-2025,Electronics,1,412.4,Delivered,Credit Card
AMA-O7625,AMA-C3569,09/12/2023,Books,5,$22.44,Returned,Credit Card
AMA-O11585,AMA-C8620,12-Feb-2025,Electronics,2,$603.49,Delivered,Gift Card
AMA-O9795,AMA-C3741,05/16/2025,Grocery,5,35.44,Pending,Debit Card
AMA-O11514,AMA-C7544,03/11/2025,Sports & Outdoors,3,181.31,Delivered,Debit Card
AMA-O14108,AMA-C3703,01/20/2023,Toys,4,69.92,Cancelled,Credit Card
AMA-O9478,AMA-C4605,25-Mar-2023,Apparel,5,110.51,Returned,UPI
AMA-O14564,AMA-C7666,09/27/2025,Books,1,18.39,Delivered,Debit Card
AMA-O5361,AMA-C7620,31-Jul-2023,Sports & Outdoors,1,41.59,Delivered,UPI
AMA-O6192,AMA-C4778,2025-09-01,Toys,1,85.46,Shipped,Amazon Pay
AMA-O14881,AMA-C1498,02/03/2023,Toys,5,29.39,Delivered,Debit Card
AMA-O6697,AMA-C6529,2025-07-11,Beauty,2,58.87,Cancelled,Gift Card
AMA-O9318,AMA-C9999,2024-01-24,Sports & Outdoors,2,80.18,Delivered,Debit Card
AMA-O11193,AMA-C1387,08-Sep-2025,Apparel,3,$76.86,Pending,Amazon Pay
AMA-O9213,AMA-C5442,02/02/2024,Beauty,2,16.49,Shipped,Gift Card
AMA-O9356,AMA-C8320,06/29/2023,Home & Kitchen,1,243.43,Delivered,Credit Card
AMA-O9721,AMA-C7499,09-Aug-2025,Books,4,$8.40,Delivered,Gift Card
AMA-O5973,AMA-C7899,15-Apr-2023,Home & Kitchen,3,27.03,Delivered,Credit Card
AMA-O10681,AMA-C5800,14-Sep-2025,Apparel,3,116.02,Delivered,Gift Card
AMA-O12560,AMA-C5223,10/11/2024,Beauty,2,14.19,Delivered,Debit Card
AMA-O11218,AMA-C5496,2025-05-17,Sports & Outdoors,5,12.87,Pending,Amazon Pay
AMA-O8667,AMA-C9686,19-Jul-2024,Books,3,$37.67,Shipped,UPI
AMA-O11269,AMA-C4790,03/04/2025,Toys,1,11.86,Delivered,UPI
AMA-O5962,AMA-C6167,2025-12-21,Sports & Outdoors,3,$235.29,Shipped,Amazon Pay
AMA-O12904,AMA-C9896,11-Sep-2025,Electronics,5,$147.34,Delivered,UPI
AMA-O10166,AMA-C10275,2025-09-27,Electronics,3,690.45,Shipped,UPI
AMA-O7494,AMA-C3186,07-Feb-2024,Grocery,2,52.41,Delivered,UPI
AMA-O14899,AMA-C4072,08/19/2025,Grocery,4,29.67,Returned,UPI
AMA-O6676,AMA-C5392,07-Oct-2025,Sports & Outdoors,5,212.27,Pending,Credit Card
AMA-O10690,AMA-C8742,10-Jun-2025,Electronics,2,$67.49,Cancelled,Debit Card
AMA-O14262,AMA-C7796,2023-07-04,Grocery,5,26.97,Cancelled,Debit Card
AMA-O6260,AMA-C6936,02/28/2025,Electronics,3,287.32,Returned,UPI
AMA-O9416,AMA-C8118,06/26/2025,Books,3,21.91,Pending,Amazon Pay
AMA-O10959,AMA-C9041,2023-02-10,Books,2,28.66,Cancelled,Gift Card
AMA-O14611,AMA-C5412,2025-02-12,Beauty,5,86.04,Cancelled,Debit Card
AMA-O13791,AMA-C9463,2024-09-13,Grocery,4,16.12,Pending,Amazon Pay
AMA-O6994,AMA-C4237,05/12/2024,Beauty,3,28.09,Pending,Amazon Pay
AMA-O9698,AMA-C4035,2024-02-03,Home & Kitchen,5,29.98,Delivered,Debit Card
AMA-O14852,AMA-C5846,05/01/2023,Grocery,2,8.47,Delivered,Credit Card
AMA-O7528,AMA-C6014,10/01/2025,Grocery,5,31.06,Delivered,UPI
AMA-O12220,AMA-C2423,04/20/2023,Books,3,31.19,Delivered,Credit Card
AMA-O10810,AMA-C5699,2024-09-24,Grocery,2,11.49,Delivered,Amazon Pay
AMA-O8298,AMA-C3342,17-Sep-2025,Apparel,1,$99.57,Pending,Debit Card
AMA-O13781,AMA-C9999,2024-01-26,Books,1,18.48,Delivered,Debit Card
AMA-O7221,AMA-C9493,01-Feb-2023,Home & Kitchen,5,186.41,Delivered,Credit Card
AMA-O6628,AMA-C10846,05-Oct-2025,Apparel,4,117.84,Delivered,Debit Card
AMA-O9779,AMA-C2937,2024-12-01,Toys,5,$76.04,Cancelled,Debit Card
AMA-O14790,AMA-C9023,2025-07-24,Sports & Outdoors,1,$101.35,Pending,Debit Card
AMA-O11476,AMA-C10153,03/04/2024,Grocery,5,13.44,Cancelled,Amazon Pay
AMA-O6320,AMA-C1704,05-Jan-2023,Beauty,1,86.17,Returned,Gift Card
AMA-O13236,AMA-C8535,13-Feb-2025,Electronics,4,$336.24,Shipped,Debit Card
AMA-O8113,AMA-C2231,05/11/2025,Home & Kitchen,1,99.17,Shipped,Credit Card
AMA-O8265,AMA-C5236,2023-01-20,Books,4,29.96,Delivered,Amazon Pay
AMA-O5996,AMA-C9612,05/14/2023,Sports & Outdoors,3,165.66,Delivered,Credit Card
AMA-O12774,AMA-C10536,07-Nov-2025,Books,5,$10.74,Returned,UPI
AMA-O8860,AMA-C1522,08-Aug-2025,Toys,4,11.34,Pending,Debit Card
AMA-O6028,AMA-C5433,12-Aug-2023,Grocery,2,56.68,Pending,Credit Card
AMA-O14058,AMA-C5744,01/11/2023,Electronics,3,$713.41,Shipped,UPI
AMA-O14567,AMA-C8373,2023-02-02,Beauty,5,42.08,Returned,UPI
AMA-O6602,AMA-C2767,02-Jul-2025,Sports & Outdoors,5,189.49,Delivered,Gift Card
AMA-O10239,AMA-C7605,2023-01-13,Toys,5,91.51,Pending,Credit Card
AMA-O9729,AMA-C8306,06/30/2024,Grocery,4,22.42,Shipped,Debit Card
AMA-O10705,AMA-C8541,04-Jul-2025,Toys,1,22.27,Delivered,Gift Card
AMA-O12675,AMA-C3576,13-Apr-2024,Grocery,5,31.3,Shipped,Gift Card
AMA-O7256,AMA-C3568,09/30/2023,Electronics,1,760.55,Delivered,Amazon Pay
AMA-O13211,AMA-C10412,09/05/2025,Sports & Outdoors,4,$149.67,Delivered,Debit Card
AMA-O12206,AMA-C2030,05-Jul-2024,Electronics,5,535.54,Returned,Amazon Pay
AMA-O6793,AMA-C7080,2024-08-13,Apparel,2,104.88,Pending,Debit Card
AMA-O7493,AMA-C3765,31-May-2025,Electronics,4,785.62,Cancelled,Debit Card
AMA-O9146,AMA-C1031,2025-09-14,Beauty,4,60.57,Returned,UPI
AMA-O5958,AMA-C2384,08/10/2023,Home & Kitchen,1,$135.93,Shipped,Amazon Pay
AMA-O7280,AMA-C1861,2023-05-07,Toys,5,55.76,Shipped,Debit Card
AMA-O14385,AMA-C7308,2025-08-16,Books,2,19.4,Cancelled,UPI
AMA-O11175,AMA-C8565,2025-08-31,Beauty,3,84.9,Shipped,Credit Card
AMA-O6894,AMA-C10170,05-Aug-2023,Electronics,1,574.85,Returned,Credit Card
AMA-O11307,AMA-C2959,2025-09-07,Toys,1,74.69,Shipped,Amazon Pay
AMA-O12325,AMA-C7169,2024-02-22,Grocery,1,34.49,Delivered,Amazon Pay
AMA-O11565,AMA-C10289,2025-12-28,Electronics,2,690.18,Cancelled,Credit Card
AMA-O9005,AMA-C6541,16-Jun-2024,Home & Kitchen,3,287.41,Returned,Debit Card
AMA-O13656,AMA-C1789,2023-08-12,Beauty,2,$49.49,Shipped,Credit Card
AMA-O5517,AMA-C10553,01/11/2024,Beauty,1,38.51,Pending,Amazon Pay
AMA-O5614,AMA-C8106,07/16/2024,Home & Kitchen,4,166.14,Returned,Amazon Pay
AMA-O7889,AMA-C8316,2023-09-24,Beauty,5,14.4,Pending,Amazon Pay
AMA-O6435,AMA-C1505,12/18/2024,Electronics,4,201.91,Pending,Amazon Pay
AMA-O13062,AMA-C4082,15-Dec-2023,Toys,4,32.3,Delivered,Gift Card
AMA-O8466,AMA-C9639,2025-12-19,Toys,5,88.65,Cancelled,Debit Card
AMA-O5676,AMA-C10731,2025-09-20,Apparel,-3,$80.01,Returned,UPI
AMA-O12330,AMA-C9313,09-Aug-2023,Sports & Outdoors,4,161.36,Shipped,Amazon Pay
AMA-O6437,AMA-C7232,09/02/2024,Books,1,$31.61,Cancelled,UPI
AMA-O5329,AMA-C10321,11-Apr-2023,Sports & Outdoors,4,164.91,Delivered,Debit Card
AMA-O14848,AMA-C5012,11/23/2023,Apparel,3,12.52,Returned,Gift Card
AMA-O12997,AMA-C9693,30-Sep-2024,Apparel,3,37.37,Shipped,Amazon Pay
AMA-O11879,AMA-C3083,2024-08-28,Home & Kitchen,3,146.7,Shipped,UPI
AMA-O6240,AMA-C8144,02-Dec-2023,Sports & Outdoors,2,132.52,Delivered,Gift Card
AMA-O14534,AMA-C9759,2024-10-09,Home & Kitchen,2,90.17,Delivered,Credit Card
AMA-O9299,AMA-C1581,10-Jul-2025,Beauty,2,16.35,Delivered,Amazon Pay
AMA-O6596,AMA-C6494,09-Feb-2024,Home & Kitchen,2,$45.26,Delivered,UPI
AMA-O5066,AMA-C1665,2024-05-25,Sports & Outdoors,3,186.13,Delivered,Credit Card
AMA-O12751,AMA-C10930,28-Feb-2023,Apparel,5,17.59,Shipped,UPI
AMA-O10376,AMA-C2607,11/10/2023,Beauty,2,16.39,Pending,Debit Card
AMA-O5454,AMA-C1086,03/02/2023,Electronics,2,249.53,Delivered,UPI
AMA-O9879,AMA-C8012,2025-03-01,Home & Kitchen,4,77.05,Shipped,Amazon Pay
AMA-O13248,AMA-C9535,05-Dec-2023,Toys,1,34.05,Delivered,Debit Card
AMA-O10699,AMA-C5926,16-May-2025,Toys,3,55.85,Delivered,Credit Card
AMA-O6096,AMA-C2336,05-Aug-2025,Home & Kitchen,3,$211.08,Pending,UPI
AMA-O5079,AMA-C4192,08-Dec-2023,Beauty,-4,$42.20,Delivered,Amazon Pay
AMA-O11617,AMA-C10944,01/11/2025,Apparel,2,57.1,Delivered,UPI
AMA-O5735,AMA-C6284,03/03/2025,Books,1,33.82,Returned,Credit Card
AMA-O5249,AMA-C1343,02-Aug-2025,Toys,5,22.75,Delivered,Amazon Pay
AMA-O10430,AMA-C9999,07/24/2024,Apparel,2,97.7,Delivered,Debit Card
AMA-O10898,AMA-C9093,05/30/2024,Beauty,5,8.95,Shipped,UPI
AMA-O14207,AMA-C8578,2024-11-26,Beauty,5,54.06,Returned,Amazon Pay
AMA-O8656,AMA-C5466,2024-05-18,Apparel,1,31.68,Cancelled,Amazon Pay
AMA-O10672,AMA-C5778,06-Feb-2023,Home & Kitchen,5,168.61,Pending,Amazon Pay
AMA-O10513,AMA-C5935,05-Jan-2025,Beauty,4,54.95,Cancelled,Gift Card
AMA-O5460,AMA-C8420,04-Oct-2024,Books,3,13.4,Delivered,Gift Card
AMA-O5917,AMA-C9999,21-Sep-2024,Grocery,2,43.55,Pending,Gift Card
AMA-O12484,AMA-C6686,01/16/2025,Grocery,5,$56.09,Delivered,Amazon Pay
AMA-O6155,AMA-C1478,11/20/2023,Grocery,3,11.35,Delivered,Amazon Pay
AMA-O11128,AMA-C7561,09-Oct-2024,Home & Kitchen,1,249.86,Returned,Credit Card
AMA-O10550,AMA-C4887,11/05/2023,Electronics,5,787.02,Delivered,Credit Card
AMA-O14850,AMA-C8201,16-Sep-2025,Beauty,4,74.53,Returned,UPI
AMA-O9553,AMA-C2192,06/07/2023,Apparel,2,66.13,Delivered,Gift Card
AMA-O8988,AMA-C2095,06/30/2024,Electronics,4,184.83,Cancelled,Credit Card
AMA-O12873,AMA-C8760,12/13/2024,Grocery,4,36.04,Delivered,Amazon Pay
AMA-O11042,AMA-C8454,04-Oct-2023,Electronics,5,666.49,Returned,Credit Card
AMA-O9041,AMA-C10199,16-Apr-2023,Sports & Outdoors,5,117.95,Pending,UPI
AMA-O12899,AMA-C4538,05-Sep-2024,Toys,4,79.98,Cancelled,Credit Card
AMA-O11364,AMA-C10659,02-Apr-2025,Beauty,3,$70.17,Shipped,Amazon Pay
AMA-O7628,AMA-C3030,2025-12-22,Electronics,1,496.65,Delivered,Credit Card
AMA-O11624,AMA-C7037,09-Nov-2024,Books,2,21.43,Delivered,Gift Card
AMA-O13626,AMA-C4552,06/14/2024,Books,3,15.93,,Amazon Pay
AMA-O11262,AMA-C1816,2025-02-04,Home & Kitchen,4,267.87,Returned,Amazon Pay
AMA-O13858,AMA-C10213,18-Dec-2024,Sports & Outdoors,5,146.97,Delivered,UPI
AMA-O8935,AMA-C5328,20-Nov-2024,Home & Kitchen,4,13.24,Cancelled,Amazon Pay
AMA-O13434,AMA-C10403,06/10/2025,Books,2,15.11,Delivered,Gift Card
AMA-O10274,AMA-C8481,10/08/2023,Apparel,1,28.45,Returned,UPI
AMA-O14809,AMA-C6616,2023-02-23,Apparel,2,37.01,Shipped,Credit Card
AMA-O7158,AMA-C5789,2025-05-16,Apparel,1,100.45,Pending,UPI
AMA-O13359,AMA-C6310,2023-08-18,Apparel,5,111.81,Shipped,Credit Card
AMA-O8979,AMA-C2512,21-Feb-2023,Books,2,11.74,Delivered,Debit Card
AMA-O7075,AMA-C5995,04-Jul-2024,Sports & Outdoors,3,33.61,Returned,UPI
AMA-O13739,AMA-C3493,2024-08-08,Home & Kitchen,4,$172.48,Cancelled,Gift Card
AMA-O9643,AMA-C3379,17-Feb-2023,Apparel,2,$82.86,Delivered,Amazon Pay
AMA-O9845,AMA-C8672,27-Oct-2025,Electronics,5,684.33,Pending,UPI
AMA-O12563,AMA-C9330,03/22/2025,Electronics,3,$757.15,Shipped,UPI
AMA-O11473,AMA-C9999,08-Apr-2025,Apparel,2,97.43,Cancelled,Gift Card
AMA-O6972,AMA-C8675,03-Jul-2025,Home & Kitchen,4,157.7,Delivered,Debit Card
AMA-O7036,AMA-C6054,11-Mar-2024,Electronics,2,719.58,Cancelled,Amazon Pay
AMA-O14221,AMA-C6377,28-Apr-2025,Home & Kitchen,2,194.43,Delivered,UPI
