revenue_id,order_id,payment_date,amount_paid_usd,payment_status,refund_amount_usd
AMA-R13916,AMA-O5260,2023-07-20,70.36,Refunded,0.0
AMA-R13734,AMA-O14574,2023-06-05,86.46,Pending,0.0
AMA-R11225,AMA-O5276,2024-02-22,162.65,Refunded,0.0
AMA-R15948,AMA-O11958,24-Oct-2024,129.2,Paid,0.0
AMA-R18247,AMA-O10460,11/15/2025,3602.15,Pending,0.0
AMA-R15159,AMA-O10534,09/06/2025,82.77,Paid,0.0
AMA-R16969,AMA-O14478,07-Dec-2025,,Refunded,0.0
AMA-R14126,AMA-O11850,01/01/2024,,Paid,0.0
AMA-R15593,AMA-O14381,05/24/2024,204.44,Paid,0.0
AMA-R15655,AMA-O13011,17-Jul-2023,65.36,Paid,0.0
AMA-R18330,AMA-O9159,01/18/2024,2285.88,Pending,0.0
AMA-R18351,AMA-O5335,02/08/2023,60.83,Refunded,0.0
AMA-R17589,AMA-O8395,2024-11-18,32.12,Paid,0.0
AMA-R11176,AMA-O9851,2023-01-06,670.64,Paid,0.0
AMA-R11463,AMA-O7867,2025-06-04,65.48,Paid,0.0
AMA-R10570,AMA-O10898,05/30/2024,44.75,Paid,0.0
AMA-R10392,AMA-O6041,2023-04-06,164.15,Paid,0.0
AMA-R14218,AMA-O7859,2024-12-24,29.15,Paid,0.0
AMA-R12211,AMA-O12483,27-May-2025,1052.24,Paid,0.0
AMA-R11612,AMA-O6836,2023-06-05,,Paid,0.0
AMA-R9301,AMA-O7543,2025-04-09,,Paid,0.0
AMA-R9097,AMA-O10680,2025-11-10,36.05,Paid,4.5
AMA-R15525,AMA-O6304,29-May-2025,258.36,Paid,0.0
AMA-R17157,AMA-O10768,22-May-2024,12.93,Paid,0.0
AMA-R16783,AMA-O10599,01/20/2024,2768.95,Paid,2768.95
AMA-R9909,AMA-O7604,09/18/2023,34.94,Paid,0.0
AMA-R10532,AMA-O14385,2025-08-16,38.8,Refunded,0.0
AMA-R17854,AMA-O14661,2025-03-27,156.54,Paid,0.0
AMA-R11611,AMA-O13514,02-Dec-2024,1806.2,Paid,0.0
AMA-R14147,AMA-O12768,2023-05-27,144.35,Pending,0.0
AMA-R16182,AMA-O11120,25-Nov-2024,154.44,Paid,0.0
AMA-R9573,AMA-O6404,2025-06-08,199.2,Paid,0.0
AMA-R17864,AMA-O11537,2023-07-14,53.26,Paid,53.26
AMA-R18658,AMA-O6560,2025-09-01,1443.78,Refunded,393.86
AMA-R18078,AMA-O7260,2024-10-12,70.56,Paid,0.0
AMA-R13185,AMA-O14025,03-Jul-2023,68.58,Paid,0.0
AMA-R12853,AMA-O14163,2025-10-21,159.72,Paid,0.0
AMA-R17228,AMA-O8421,07/07/2023,323.65,Refunded,0.0
AMA-R9518,AMA-O8459,29-Jun-2024,105.5,Pending,0.0
AMA-R13772,AMA-O6031,27-Dec-2023,83.17,Refunded,0.0
AMA-R14286,AMA-O12174,01/26/2023,172.26,Paid,0.0
AMA-R14171,AMA-O13666,2023-03-25,116.96,Paid,0.0
AMA-R15410,AMA-O7745,10/04/2025,206.28,Paid,0.0
AMA-R12177,AMA-O8305,2025-02-26,584.47,Paid,584.47
AMA-R9854,AMA-O13839,18-Oct-2023,594.32,Paid,0.0
AMA-R12375,AMA-O13776,09/12/2024,101.55,Paid,0.0
AMA-R17027,AMA-O12059,12-Mar-2023,88.51,Paid,0.0
AMA-R17352,AMA-O5743,27-Jul-2025,118.14,Paid,0.0
AMA-R15077,AMA-O5791,17-May-2023,417.48,Refunded,0.0
AMA-R14791,AMA-O14272,2024-07-17,223.3,Paid,0.0
AMA-R16981,AMA-O9196,05-Jul-2023,144.72,Paid,0.0
AMA-R17261,AMA-O14984,21-Jul-2023,1175.05,Paid,0.0
AMA-R10512,AMA-O6320,05-Jan-2023,86.17,Paid,86.17
AMA-R9671,AMA-O14162,2024-09-27,33.68,Refunded,0.0
AMA-R9087,AMA-O11091,28-Jul-2023,584.92,Paid,0.0
AMA-R18184,AMA-O9125,2023-08-30,143.64,Paid,0.0
AMA-R16867,AMA-O5365,07/11/2025,168.68,Paid,0.0
AMA-R15467,AMA-O9008,30-Nov-2024,361.76,Paid,361.76
AMA-R18238,AMA-O14552,2023-07-16,480.45,Paid,0.0
AMA-R16366,AMA-O10186,2025-03-04,2239.05,Paid,2239.05
AMA-R15578,AMA-O7013,02-Oct-2023,128.56,Refunded,0.0
AMA-R14003,AMA-O11905,2023-07-04,,Paid,0.0
AMA-R15259,AMA-O7080,2024-02-09,,Pending,0.0
AMA-R11112,AMA-O8728,03-Mar-2024,160.69,Pending,0.0
AMA-R18171,AMA-O6668,2025-06-03,21.12,Paid,0.0
AMA-R18520,AMA-O12968,11/03/2023,175.64,Paid,0.0
AMA-R12401,AMA-O12687,04/02/2023,272.58,Paid,0.0
AMA-R14675,AMA-O8357,08-Jul-2023,104.34,Paid,104.34
AMA-R12337,AMA-O6417,07/30/2023,431.01,Paid,431.01
AMA-R17042,AMA-O6733,2024-11-18,275.78,Paid,0.0
AMA-R12613,AMA-O5136,07/13/2024,634.89,Paid,0.0
AMA-R9520,AMA-O6137,2023-10-10,51.69,Paid,0.0
AMA-R13795,AMA-O9428,22-Jul-2024,68.63,Paid,0.0
AMA-R13664,AMA-O14407,12-Apr-2024,1863.1,Paid,0.0
AMA-R13457,AMA-O14386,09/18/2023,18.1,Paid,0.0
AMA-R16792,AMA-O11032,09/26/2023,89.28,Paid,89.28
AMA-R17005,AMA-O5926,2025-10-13,58.89,Paid,0.0
AMA-R13829,AMA-O11168,17-Mar-2025,72.45,Paid,0.0
AMA-R11004,AMA-O7440,2023-03-12,832.4,Refunded,0.0
AMA-R17688,AMA-O14685,15-Dec-2024,321.08,Paid,0.0
AMA-R18620,AMA-O11478,06/03/2023,1135.4,Paid,0.0
AMA-R11031,AMA-O14652,05/16/2023,,Paid,0.0
AMA-R11798,AMA-O12471,01/09/2023,,Paid,405.22
AMA-R14530,AMA-O14235,01/13/2025,264.99,Refunded,0.0
AMA-R16156,AMA-O9031,2024-04-21,50.8,Paid,0.0
AMA-R16829,AMA-O8429,02/18/2023,269.32,Refunded,0.0
AMA-R9668,AMA-O10345,2023-06-03,268.84,Refunded,0.0
AMA-R13527,AMA-O14543,2024-07-17,194.19,Paid,39.18
AMA-R17812,AMA-O9294,02/12/2023,95.7,Paid,31.39
AMA-R12404,AMA-O8200,10-Sep-2024,179.88,Paid,0.0
AMA-R12173,AMA-O7868,19-Sep-2025,76.44,Paid,76.44
AMA-R16094,AMA-O5282,2023-03-30,337.4,Paid,0.0
AMA-R17300,AMA-O11429,28-Nov-2023,85.64,Paid,0.0
AMA-R18227,AMA-O6633,2023-08-17,54.84,Paid,0.0
AMA-R18190,AMA-O14569,04-May-2023,179.28,Paid,0.0
AMA-R17514,AMA-O8940,2023-01-16,11.92,Paid,0.0
AMA-R13465,AMA-O6870,07/17/2025,738.15,Refunded,0.0
AMA-R11808,AMA-O7787,22-Oct-2023,674.82,Paid,674.82
AMA-R17577,AMA-O6982,21-Feb-2025,89.46,Pending,0.0
AMA-R17178,AMA-O7752,2023-07-12,109.86,Paid,0.0
AMA-R12722,AMA-O8304,07-Sep-2025,667.68,Paid,0.0
AMA-R16363,AMA-O9658,2024-03-09,531.6,Pending,0.0
AMA-R13601,AMA-O11928,02-Nov-2024,51.06,Paid,18.86
AMA-R15262,AMA-O14029,05/30/2024,,Paid,0.0
AMA-R17916,AMA-O10679,2025-01-30,221.92,Paid,0.0
AMA-R14554,AMA-O6933,2023-09-17,55.5,Paid,0.0
AMA-R12771,AMA-O11620,06/19/2024,60.32,Paid,0.0
AMA-R17541,AMA-O7979,20-Feb-2023,88.02,Paid,0.0
AMA-R16552,AMA-O8079,2025-02-15,390.6,Refunded,0.0
AMA-R16115,AMA-O7309,12/26/2024,764.48,Paid,0.0
AMA-R17144,AMA-O13189,12/06/2025,1183.08,Paid,1183.08
AMA-R14089,AMA-O9251,16-Jul-2025,68.7,Pending,0.0
AMA-R17816,AMA-O9622,2024-03-13,457.44,Paid,0.0
AMA-R10924,AMA-O5886,17-Dec-2023,44.24,Refunded,0.0
AMA-R13744,AMA-O6988,2024-02-09,170.3,Paid,0.0
AMA-R14348,AMA-O6101,08-May-2025,37.91,Paid,0.0
AMA-R11267,AMA-O5451,17-Feb-2023,117.46,Pending,0.0
AMA-R14712,AMA-O11393,13-Jun-2025,,Paid,0.0
AMA-R13671,AMA-O10797,05/10/2023,259.34,Paid,0.0
AMA-R11408,AMA-O7525,2023-10-08,100.53,Refunded,0.0
AMA-R11949,AMA-O12592,02-Oct-2024,76.5,Paid,0.0
AMA-R9047,AMA-O14973,22-Aug-2023,103.6,Paid,0.0
AMA-R16670,AMA-O9246,17-Jun-2023,97.48,Refunded,0.0
AMA-R14756,AMA-O12724,10/26/2023,186.52,Paid,0.0
AMA-R11626,AMA-O10630,15-Oct-2025,2057.8,Paid,2057.8
AMA-R13445,AMA-O8083,2024-04-02,,Refunded,0.0
AMA-R16954,AMA-O5713,29-Dec-2025,38.66,Paid,0.0
AMA-R11628,AMA-O11431,10/24/2025,150.1,Paid,0.0
AMA-R11120,AMA-O6632,25-Apr-2024,342.65,Paid,0.0
AMA-R16905,AMA-O7100,2023-07-29,857.2,Paid,0.0
AMA-R13607,AMA-O14066,19-May-2023,36.89,Pending,0.0
AMA-R13214,AMA-O12802,2024-08-12,341.18,Pending,0.0
AMA-R16698,AMA-O11636,2023-06-14,89.42,Paid,0.0
AMA-R16695,AMA-O8474,09/03/2024,758.22,Paid,0.0
AMA-R14299,AMA-O5837,01/24/2023,144.06,Paid,0.0
AMA-R17528,AMA-O7973,11/12/2024,117.09,Paid,0.0
AMA-R9351,AMA-O14357,11/06/2023,168.44,Paid,0.0
AMA-R16871,AMA-O12530,05/23/2023,170.84,Paid,0.0
AMA-R17741,AMA-O5769,10-Jul-2025,140.08,Paid,0.0
AMA-R11075,AMA-O11691,2023-06-04,,Paid,0.0
AMA-R16272,AMA-O11723,10/04/2025,1154.52,Paid,0.0
AMA-R11353,AMA-O10649,09/21/2024,41.82,Paid,0.0
AMA-R15998,AMA-O13537,2024-03-02,49.32,Paid,0.0
AMA-R12351,AMA-O10831,03-Feb-2025,193.41,Refunded,0.0
AMA-R10531,AMA-O7280,2023-05-07,278.8,Paid,0.0
AMA-R15354,AMA-O13428,16-Dec-2024,28.38,Paid,0.0
AMA-R14102,AMA-O11334,20-Feb-2025,108.95,Paid,108.95
AMA-R10716,AMA-O7062,07/20/2024,50.1,Paid,0.0
AMA-R9932,AMA-O10055,04/01/2023,23.6,Paid,23.6
AMA-R11951,AMA-O7738,06-May-2023,24.02,Paid,0.0
AMA-R14013,AMA-O8362,2023-09-04,,Refunded,0.0
AMA-R13418,AMA-O9735,2023-05-29,82.24,Paid,0.0
AMA-R16736,AMA-O10722,26-Aug-2024,271.55,Pending,0.0
AMA-R10210,AMA-O10394,2025-10-11,72.94,Paid,0.0
AMA-R17813,AMA-O9190,01/18/2025,738.3,Paid,0.0
AMA-R17152,AMA-O11814,11/20/2024,60.68,Paid,0.0
AMA-R12913,AMA-O10566,06/11/2023,112.11,Paid,0.0
AMA-R11772,AMA-O5758,25-Oct-2024,175.44,Refunded,0.0
AMA-R17840,AMA-O14594,16-May-2024,132.75,Refunded,0.0
AMA-R14811,AMA-O7858,2024-11-29,98.65,Paid,0.0
AMA-R12430,AMA-O5240,07/21/2025,839.68,Paid,0.0
AMA-R10559,AMA-O10376,11/10/2023,32.78,Paid,0.0
AMA-R12950,AMA-O13150,2023-06-09,28.04,Paid,0.0
AMA-R9593,AMA-O8708,2024-10-03,292.55,Paid,0.0
AMA-R10964,AMA-O7978,2024-08-25,238.95,Paid,0.0
AMA-R16122,AMA-O11069,02-Oct-2023,205.47,Paid,0.0
AMA-R11094,AMA-O9254,04/03/2025,766.32,Paid,766.32
AMA-R15635,AMA-O7040,02-Oct-2023,356.32,Paid,0.0
AMA-R11651,AMA-O14928,2023-10-11,242.13,Refunded,0.0
AMA-R14878,AMA-O9766,07/18/2025,89.19,Refunded,0.0
AMA-R15818,AMA-O11085,15-Aug-2024,,Refunded,0.0
AMA-R9059,AMA-O6671,09/30/2023,,Paid,0.0
AMA-R16080,AMA-O14815,01/20/2025,223.77,Paid,0.0
AMA-R12175,AMA-O8826,10/08/2023,123.4,Paid,0.0
AMA-R14191,AMA-O6381,11-Mar-2024,290.4,Paid,0.0
AMA-R9601,AMA-O6317,08/10/2024,,Paid,0.0
AMA-R9393,AMA-O11904,02/23/2024,298.47,Paid,0.0
AMA-R14016,AMA-O7570,2025-08-23,72.22,Paid,0.0
AMA-R18423,AMA-O11475,2024-12-19,137.48,Paid,0.0
AMA-R16661,AMA-O5752,01/29/2023,133.92,Paid,0.0
AMA-R10402,AMA-O10935,15-Feb-2024,103.26,Paid,0.0
AMA-R11070,AMA-O14857,2025-12-20,32.98,Paid,0.0
AMA-R17014,AMA-O13338,2023-09-03,,Paid,0.0
AMA-R13143,AMA-O11687,06-Mar-2023,119.38,Pending,0.0
AMA-R14633,AMA-O7405,02/13/2023,433.85,Refunded,0.0
AMA-R18231,AMA-O13094,21-Jun-2025,1458.12,Pending,0.0
AMA-R15060,AMA-O6913,2025-10-02,26.4,Paid,0.0
AMA-R10915,AMA-O5707,10/12/2023,129.4,Refunded,0.0
AMA-R17109,AMA-O12096,11/25/2025,254.79,Pending,0.0
AMA-R17551,AMA-O7198,10/16/2025,561.88,Paid,561.88
AMA-R13966,AMA-O8140,11-Jun-2025,685.65,Paid,685.65
AMA-R16812,AMA-O6959,2025-03-06,532.64,Paid,0.0
AMA-R10560,AMA-O5454,03/02/2023,499.06,Paid,0.0
AMA-R10077,AMA-O8768,05/02/2023,377.36,Paid,0.0
AMA-R15598,AMA-O12528,01-Jan-2023,569.35,Paid,0.0
AMA-R13173,AMA-O9630,26-Oct-2025,2.12,Paid,2.12
AMA-R17342,AMA-O8134,01/23/2024,165.85,Paid,0.0
AMA-R17938,AMA-O13595,06/14/2025,371.6,Paid,371.6
AMA-R12181,AMA-O5318,28-Oct-2024,98.34,Refunded,0.0
AMA-R17158,AMA-O11129,2024-03-30,60.6,Paid,0.0
AMA-R13699,AMA-O6749,2025-09-03,157.62,Paid,0.0
AMA-R12879,AMA-O13939,2024-04-06,229.12,Paid,229.12
AMA-R16142,AMA-O10119,2023-07-29,64.42,Paid,0.0
AMA-R17560,AMA-O12037,05-May-2023,55.08,Refunded,0.0
AMA-R12307,AMA-O13975,04-Jan-2024,78.94,Paid,0.0
AMA-R13402,AMA-O14470,04/15/2024,427.78,Paid,0.0
AMA-R13748,AMA-O13717,10/27/2025,99.58,Paid,0.0
AMA-R16006,AMA-O7899,24-Nov-2024,392.7,Paid,0.0
AMA-R18560,AMA-O14276,28-Jul-2023,35.14,Paid,0.0
AMA-R18333,AMA-O13402,31-Jul-2024,,Paid,0.0
AMA-R18656,AMA-O7972,2024-06-27,126.56,Paid,0.0
AMA-R11056,AMA-O7708,2025-10-15,109.6,Refunded,0.0
AMA-R14906,AMA-O9253,31-Mar-2023,25.65,Paid,0.0
AMA-R12667,AMA-O13407,2023-08-22,232.26,Pending,0.0
AMA-R18397,AMA-O9395,11/18/2023,69.75,Paid,0.0
AMA-R9957,AMA-O13496,10/17/2024,80.56,Paid,0.0
AMA-R10597,AMA-O13359,2023-08-18,559.05,Paid,0.0
AMA-R16936,AMA-O11137,01/10/2025,476.94,Refunded,0.0
AMA-R17335,AMA-O6205,2025-08-11,,Paid,0.0
AMA-R14388,AMA-O8271,02/06/2024,80.5,Pending,0.0
AMA-R9067,AMA-O10311,2024-03-14,3664.8,Paid,0.0
AMA-R14518,AMA-O5256,2024-07-07,182.55,Paid,0.0
AMA-R17052,AMA-O11557,2023-09-09,36.31,Paid,0.0
AMA-R13817,AMA-O14232,2023-04-23,84.98,Paid,84.98
AMA-R16955,AMA-O9717,08/18/2025,188.82,Paid,0.0
AMA-R18004,AMA-O7904,2025-01-02,132.8,Refunded,0.0
AMA-R13539,AMA-O13184,2023-02-01,1024.15,Paid,0.0
AMA-R12363,AMA-O10241,16-Apr-2024,296.5,Paid,0.0
AMA-R9200,AMA-O5515,04-Nov-2025,200.91,Paid,0.0
AMA-R17470,AMA-O6512,08/05/2024,336.81,Paid,0.0
AMA-R9741,AMA-O9280,2024-04-02,140.64,Paid,140.64
AMA-R18467,AMA-O13218,08/24/2023,225.58,Pending,0.0
AMA-R16298,AMA-O12304,08/10/2024,184.0,Pending,0.0
AMA-R15149,AMA-O14810,2025-04-23,262.02,Refunded,0.0
AMA-R13235,AMA-O9229,2024-12-08,165.92,Paid,41.83
AMA-R9323,AMA-O9786,11/05/2023,87.73,Paid,87.73
AMA-R13806,AMA-O11516,02/15/2025,92.64,Paid,92.64
AMA-R15679,AMA-O9327,09-Oct-2023,,Paid,0.0
AMA-R10347,AMA-O7654,13-Sep-2025,76.66,Paid,0.0
AMA-R12665,AMA-O10114,2025-02-03,57.32,Pending,0.0
AMA-R16505,AMA-O7562,05/15/2024,6.46,Refunded,0.0
AMA-R18178,AMA-O8935,20-Nov-2024,52.96,Refunded,0.0
AMA-R17900,AMA-O12047,07/24/2025,9.6,Paid,0.0
AMA-R15928,AMA-O9057,02/16/2025,117.6,Paid,0.0
AMA-R10237,AMA-O14325,30-May-2023,55.24,Paid,0.0
AMA-R9736,AMA-O12321,26-Jul-2025,143.65,Refunded,0.0
AMA-R17185,AMA-O11188,12/02/2023,377.2,Paid,0.0
AMA-R16605,AMA-O12674,10/20/2023,4.45,Paid,0.0
AMA-R12705,AMA-O7642,01/17/2025,236.13,Paid,0.0
AMA-R17253,AMA-O7589,20-Jul-2023,84.27,Paid,84.27
AMA-R14875,AMA-O13813,2024-02-10,145.66,Paid,0.0
AMA-R15147,AMA-O14255,2023-09-10,456.16,Paid,0.0
AMA-R14736,AMA-O5774,07-Mar-2023,10.33,Paid,0.0
AMA-R16359,AMA-O10506,2024-11-29,119.6,Paid,0.0
AMA-R17430,AMA-O11747,01-Dec-2025,302.7,Pending,0.0
AMA-R17349,AMA-O9493,2025-08-25,31.2,Paid,0.0
AMA-R16106,AMA-O14743,20-Nov-2025,164.26,Refunded,0.0
AMA-R11744,AMA-O7887,13-May-2024,778.8,Paid,778.8
AMA-R10955,AMA-O7912,05/11/2023,156.84,Pending,0.0
AMA-R14250,AMA-O7713,13-Jun-2025,36.64,Paid,0.0
AMA-R11019,AMA-O13105,07/12/2024,14.91,Paid,0.0
AMA-R17955,AMA-O14175,09/28/2023,267.9,Paid,0.0
AMA-R14041,AMA-O6387,2023-02-24,74.68,Paid,0.0
AMA-R17159,AMA-O13935,2024-11-05,277.35,Paid,0.0
AMA-R17371,AMA-O8866,2025-01-08,13.2,Paid,0.0
AMA-R9558,AMA-O14760,2025-10-29,105.4,Paid,0.0
AMA-R13011,AMA-O5710,2024-12-18,16.27,Paid,0.0
AMA-R13659,AMA-O6308,2023-01-01,182.9,Paid,0.0
AMA-R14136,AMA-O8968,03-Mar-2024,164.6,Paid,0.0
AMA-R11934,AMA-O13772,23-Nov-2025,76.28,Paid,0.0
AMA-R17598,AMA-O8447,2025-09-03,64.4,Paid,0.0
AMA-R17597,AMA-O6518,12/10/2024,177.32,Paid,0.0
AMA-R16666,AMA-O10008,06-Oct-2025,107.7,Paid,0.0
AMA-R12880,AMA-O10791,09-Nov-2023,73.22,Pending,0.0
AMA-R16369,AMA-O5247,12-May-2025,31.05,Paid,3.97
AMA-R13837,AMA-O9856,04-Jun-2025,70.23,Paid,0.0
AMA-R10582,AMA-O12873,12/13/2024,144.16,Paid,0.0
AMA-R14867,AMA-O7392,2025-12-03,162.0,Paid,0.0
AMA-R9363,AMA-O14026,2024-11-01,287.78,Paid,0.0
AMA-R12043,AMA-O11422,2023-10-25,121.0,Paid,0.0
AMA-R13547,AMA-O5107,12/22/2025,31.29,Paid,0.0
AMA-R12625,AMA-O11135,27-Oct-2023,,Paid,1991.0
AMA-R14308,AMA-O10108,05/26/2023,106.95,Paid,0.0
AMA-R17501,AMA-O5911,09/14/2024,37.83,Paid,0.0
AMA-R9723,AMA-O9961,2025-01-12,37.27,Paid,0.0
AMA-R9197,AMA-O5190,2024-07-30,164.48,Paid,164.48
AMA-R9319,AMA-O7245,04/22/2025,53.2,Paid,0.0
AMA-R13802,AMA-O12331,06/09/2023,279.12,Paid,0.0
AMA-R16149,AMA-O7019,2024-08-20,140.88,Paid,0.0
AMA-R16582,AMA-O10044,15-Nov-2025,62.48,Paid,62.48
AMA-R14919,AMA-O5897,09-Apr-2025,38.29,Paid,0.0
AMA-R14457,AMA-O6301,10/06/2023,471.58,Paid,0.0
AMA-R15039,AMA-O9451,05/24/2025,33.59,Refunded,0.0
AMA-R15755,AMA-O14820,2024-10-06,227.46,Paid,0.0
AMA-R13885,AMA-O5718,05/06/2025,181.16,Paid,33.24
AMA-R12806,AMA-O11843,2024-01-17,150.81,Paid,0.0
AMA-R11228,AMA-O7454,2025-09-17,175.32,Paid,0.0
AMA-R14223,AMA-O9668,11/19/2024,107.56,Paid,0.0
AMA-R14440,AMA-O7087,14-Sep-2024,50.01,Paid,50.01
AMA-R13090,AMA-O12733,2025-05-25,16.13,Paid,0.0
AMA-R18007,AMA-O6461,2023-01-14,1426.16,Paid,175.71
AMA-R11718,AMA-O12413,05-Jul-2024,20.64,Paid,0.0
AMA-R14744,AMA-O9685,2023-12-14,817.1,Paid,0.0
AMA-R14548,AMA-O7706,05/29/2024,21.88,Paid,0.0
AMA-R15806,AMA-O9503,09-Jun-2024,162.31,Paid,16.36
AMA-R11450,AMA-O10572,09/04/2024,1059.15,Paid,1059.15
AMA-R15199,AMA-O9134,13-Jan-2023,76.8,Paid,0.0
AMA-R11576,AMA-O13810,01/02/2023,78.51,Paid,0.0
AMA-R16593,AMA-O10603,2024-10-08,78.74,Pending,0.0
AMA-R12569,AMA-O12352,2024-04-23,11.14,Paid,11.14
AMA-R12110,AMA-O7971,2024-10-05,1898.6,Paid,0.0
AMA-R15527,AMA-O9421,2025-12-28,322.95,Paid,0.0
AMA-R12692,AMA-O6199,2023-03-19,44.9,Refunded,0.0
AMA-R18314,AMA-O11322,06/02/2023,544.11,Paid,0.0
AMA-R17175,AMA-O9826,02-Oct-2023,119.72,Paid,0.0
AMA-R13822,AMA-O9959,15-Feb-2024,226.13,Paid,0.0
AMA-R11269,AMA-O8810,2024-06-11,244.17,Paid,0.0
AMA-R16864,AMA-O6673,03/26/2024,413.0,Paid,0.0
AMA-R13317,AMA-O6810,2025-09-01,2268.12,Paid,0.0
AMA-R13221,AMA-O9122,2024-01-31,779.01,Paid,779.01
AMA-R9029,AMA-O14624,19-Aug-2023,155.64,Paid,0.0
AMA-R17464,AMA-O11272,21-Aug-2023,59.12,Paid,0.0
AMA-R10423,AMA-O6281,2024-12-05,523.17,Paid,523.17
AMA-R18445,AMA-O7018,21-Nov-2025,142.3,Paid,0.0
AMA-R11184,AMA-O12737,2023-05-25,30.63,Refunded,0.0
AMA-R18159,AMA-O6343,11-Jun-2025,6.69,Refunded,1.73
AMA-R15196,AMA-O10083,01/27/2025,107.58,Paid,0.0
AMA-R12529,AMA-O8258,01-May-2023,138.72,Refunded,0.0
AMA-R16199,AMA-O10609,05-Apr-2025,171.56,Paid,0.0
AMA-R12733,AMA-O6005,17-Jan-2023,210.3,Paid,0.0
AMA-R16440,AMA-O11363,2023-02-27,,Paid,0.0
AMA-R18109,AMA-O14199,2025-08-14,581.31,Paid,0.0
AMA-R9162,AMA-O5477,22-May-2025,104.92,Paid,0.0
AMA-R11769,AMA-O14425,22-Mar-2025,131.34,Pending,0.0
AMA-R12179,AMA-O12694,09/20/2025,138.97,Refunded,0.0
AMA-R13385,AMA-O6431,15-May-2025,32.52,Paid,0.0
AMA-R13799,AMA-O8277,2023-10-22,356.2,Refunded,0.0
AMA-R11310,AMA-O5062,2023-09-27,27.96,Paid,0.0
AMA-R9661,AMA-O7862,09-Dec-2024,,Paid,0.0
AMA-R10829,AMA-O7441,12/04/2024,197.76,Paid,0.0
AMA-R12303,AMA-O12569,03/16/2024,1485.65,Refunded,0.0
AMA-R16524,AMA-O6228,27-Mar-2023,51.64,Paid,0.0
AMA-R15658,AMA-O5609,11/26/2024,3578.25,Refunded,0.0
AMA-R17326,AMA-O14285,15-Nov-2023,38.29,Paid,0.0
AMA-R11613,AMA-O6527,02/25/2024,217.59,Paid,0.0
AMA-R14646,AMA-O12069,2024-09-14,64.4,Paid,64.4
AMA-R12286,AMA-O10909,2025-04-06,16.33,Paid,0.0
AMA-R12021,AMA-O7042,09-Jul-2025,32.94,Paid,0.0
AMA-R18460,AMA-O6003,21-Oct-2024,267.7,Paid,267.7
AMA-R13526,AMA-O12552,03/29/2025,3197.68,Paid,0.0
AMA-R17284,AMA-O7060,07-Sep-2023,44.91,Refunded,0.0
AMA-R12062,AMA-O10255,28-Mar-2025,86.79,Paid,86.79
AMA-R9624,AMA-O9569,2024-01-14,21.9,Paid,0.0
AMA-R16772,AMA-O6095,12/20/2024,93.68,Refunded,0.0
AMA-R17176,AMA-O5432,01/19/2025,473.0,Refunded,0.0
AMA-R11954,AMA-O6357,20-Feb-2024,214.59,Paid,0.0
AMA-R17802,AMA-O8082,06-Feb-2025,9.34,Paid,0.0
AMA-R12507,AMA-O13043,2025-11-01,434.2,Refunded,0.0
AMA-R16064,AMA-O8835,2023-07-28,94.92,Paid,0.0
AMA-R14846,AMA-O9341,30-Oct-2024,147.7,Paid,0.0
AMA-R11220,AMA-O12601,12/22/2024,61.76,Paid,61.76
AMA-R16477,AMA-O10780,14-Aug-2025,33.13,Paid,0.0
AMA-R12637,AMA-O9532,2024-02-19,93.34,Pending,0.0
AMA-R10180,AMA-O11127,08-Jun-2023,,Paid,849.39
AMA-R9468,AMA-O10267,11-Nov-2024,,Refunded,0.0
AMA-R14253,AMA-O12627,2023-01-27,286.48,Paid,0.0
AMA-R10786,AMA-O6133,2025-05-15,141.48,Paid,0.0
AMA-R15496,AMA-O5238,04-Aug-2023,38.28,Paid,0.0
AMA-R10339,AMA-O13307,05/03/2023,369.52,Paid,0.0
AMA-R13427,AMA-O13709,2024-06-27,416.28,Paid,124.85
AMA-R9255,AMA-O8631,22-Feb-2024,36.84,Refunded,0.0
AMA-R13663,AMA-O9355,22-Sep-2024,143.44,Paid,143.44
AMA-R11819,AMA-O5450,2025-03-24,27.62,Refunded,0.0
AMA-R13124,AMA-O10927,08/19/2024,764.6,Paid,764.6
AMA-R10723,AMA-O10252,01/20/2023,861.38,Paid,0.0
AMA-R18491,AMA-O12496,2025-11-11,973.64,Paid,0.0
AMA-R18150,AMA-O6209,08/09/2023,260.92,Paid,0.0
AMA-R15538,AMA-O7676,30-Jun-2024,3861.0,Paid,0.0
AMA-R11979,AMA-O5729,30-Aug-2025,345.66,Paid,0.0
AMA-R12747,AMA-O12224,09-Jan-2025,3061.08,Paid,0.0
AMA-R18417,AMA-O6711,2024-11-20,71.31,Refunded,0.0
AMA-R13076,AMA-O9036,16-Jul-2024,126.64,Pending,0.0
AMA-R9384,AMA-O6684,05/15/2025,939.05,Paid,0.0
AMA-R17153,AMA-O11233,18-Nov-2023,739.36,Paid,0.0
AMA-R9125,AMA-O14076,2025-06-25,116.79,Paid,116.79
AMA-R18503,AMA-O13870,2023-03-23,892.92,Paid,0.0
AMA-R15246,AMA-O11480,10/29/2024,2330.34,Paid,2330.34
AMA-R12610,AMA-O9127,18-Apr-2023,1365.04,Refunded,0.0
AMA-R16205,AMA-O14856,04-Jul-2023,1370.2,Paid,0.0
AMA-R9924,AMA-O9596,29-Jun-2024,38.16,Pending,0.0
AMA-R18173,AMA-O10273,2024-06-20,3383.6,Paid,0.0
